tipo,seccion,titulo,subtitulo,url,thumbnail,fecha,medio,fecha_registro
articulo,/sociedad,ONPE: conoce los pasos para elegir tu local de votación para las elecciones 2021,La entidad habilitó la plataforma para que selecciones tu distrito y centro de votación. Entérate del procedimiento a seguir para votar en los comicios generales del 11 de abril. ,https://larepublica.pe/sociedad/2020/12/12/onpe-conoce-los-pasos-para-elegir-tu-local-de-votacion-para-las-elecciones-2021/,https://cloudfront-us-east-1.images.arcpublishing.com/gruporepublica/WRLHGYOYX5BZHGRRROJRWSXNRM.jpg,"12/13/2020, 9:37:40 AM",larepublica,2021-02-18 14:32:14
articulo,/elecciones,Se confirma debilidad en elección por delegados,"Internas. En algunos casos solo 7 personas, elegidas por un pequeño grupo de afiliados, definieron a candidatos presidenciales.",https://larepublica.pe/elecciones/2020/12/13/se-confirma-debilidad-en-eleccion-por-delegados-pltc/,https://cloudfront-us-east-1.images.arcpublishing.com/gruporepublica/IOPXDLK3UVHGLNQHQ26XLIG3QI.jpg,"12/13/2020, 5:36:00 AM",larepublica,2021-02-18 14:32:14
articulo,/politica,Hildebrandt: Votemos por quienes hagan promesas bajo carta notarial en próximas elecciones,"El periodista se mostró en contra de las leyes aprobadas por el Congreso, tales como la devolución de ONP y la legalización de colectivos. “La informalidad extendida significará, al final, la extinción del Estado”, expresó. ",https://larepublica.pe/politica/2020/12/12/cesar-hildebrandt-votemos-por-quienes-hagan-promesas-bajo-carta-notarial-en-proximas-elecciones/,https://cloudfront-us-east-1.images.arcpublishing.com/gruporepublica/MZOVR3MUZBCKNJI6HVPRG27ZHE.jpg,"12/12/2020, 10:45:31 PM",larepublica,2021-02-18 14:32:14
articulo,/elecciones,Elecciones 2021: candidatos tienen hasta el 22 de diciembre para inscribirse,Los ganadores de las elecciones internas de los partidos deberán presentar su solicitud de inscripción ante los Jurados Electorales Especiales (JEE) de su respectiva jurisdicción.,https://larepublica.pe/elecciones/2020/12/12/elecciones-2021-candidatos-tienen-hasta-el-22-de-diciembre-para-inscribirse-pltc/,https://cloudfront-us-east-1.images.arcpublishing.com/gruporepublica/TFO7G6DGGRB2PJ6XUIAQNALTTI.jpg,"12/12/2020, 10:42:17 PM",larepublica,2021-02-18 14:32:14
articulo,/sociedad,ONPE: electores pueden votar en un distrito distinto al de su domicilio,Plataforma habilitada este 12 de diciembre busca evitar las aglomeraciones y el uso masivo del transporte público.,https://larepublica.pe/sociedad/2020/12/12/onpe-electores-pueden-votar-en-un-distrito-distinto-al-de-su-domicilio/,https://cloudfront-us-east-1.images.arcpublishing.com/gruporepublica/Q6BTEPLSWNDW3KUJIFNJHXNVQQ.jpg,"12/12/2020, 3:50:31 PM",larepublica,2021-02-18 14:32:14
articulo,/elecciones,Elecciones 2021 ONPE: Elige tu local de votación desde la aplicación oficial,Los electores pueden escoger su lugar de sufragio entre los centros más cercanos a sus hogares. La ONPE ya habilitó la aplicación en línea Elige tu local de votación.,https://larepublica.pe/elecciones/2020/11/29/elecciones-2021-desde-cuando-se-podra-elegir-el-lugar-de-votacion-atmp/,https://cloudfront-us-east-1.images.arcpublishing.com/gruporepublica/TSMDR2CO4FBPBP4ZDMJV54X7FA.gif,"12/12/2020, 12:54:26 PM",larepublica,2021-02-18 14:32:14
articulo,/elecciones,José Luna Morales y Cecilia García buscan una curul en el Parlamento Andino,"Al no poder tentar a la reelección, los congresistas de Podemos Perú optaron por tomar una vía alterna y participar en las próximas elecciones generales 2021 en representación del mismo partido. ",https://larepublica.pe/elecciones/2020/12/12/jose-luna-morales-y-cecilia-garcia-buscan-una-curul-en-el-parlamento-andino-pltc/,https://cloudfront-us-east-1.images.arcpublishing.com/gruporepublica/VODIHJ4NPNB6ROGZJLLH5ST6KQ.jpg,"12/12/2020, 8:37:45 AM",larepublica,2021-02-18 14:32:14
articulo,/verificador,Es falso que Verónika Mendoza dijo que “el chavismo es un ejemplo a seguir”,Una publicación de Facebook le adjudicó una frase de respaldo al régimen de Venezuela a la candidata de Juntos por el Perú. Dicha declaración fue atribuida a un disidente de las FARC años antes.,https://larepublica.pe/verificador/2020/12/11/es-falso-que-veronika-mendoza-dijo-que-el-chavismo-es-un-ejemplo-a-seguir/,https://cloudfront-us-east-1.images.arcpublishing.com/gruporepublica/T6GLC4JXY5DRBMNV2T5RTMTCZY.png,"12/11/2020, 9:12:16 PM",larepublica,2021-02-18 14:32:14
articulo,/elecciones,Elecciones 2021: resultados ONPE sobre comicios internos al 100%,La entidad electoral anunció la culminación del escrutinio y definió a los candidatos presidenciales de cada partido político. Conoce los votos que recibieron cada uno.,https://larepublica.pe/elecciones/2020/12/11/onpe-resultados-de-las-elecciones-internas-2020-para-las-elecciones-2021/,https://cloudfront-us-east-1.images.arcpublishing.com/gruporepublica/A4XNHZ7KTVAJBHVOCSUIQSBBQA.jpg,"12/11/2020, 8:37:47 PM",larepublica,2021-02-18 14:32:14
articulo,/elecciones,Elecciones 2021: los candidatos a la Presidencia del Perú,En cuatro meses la ciudadanía tendrá que escoger al próximo presidente de la República. Conozca la lista completa de candidatos que buscan la más alta magistratura del país. ,https://larepublica.pe/elecciones/2020/12/07/elecciones-2021-los-candidatos-a-la-presidencia-del-peru-pltc/,https://cloudfront-us-east-1.images.arcpublishing.com/gruporepublica/JCBZW4CLPVDNTFISDDEKTMPVHQ.JPG,"12/11/2020, 3:52:07 PM",larepublica,2021-02-18 14:32:14
